customer_id,Recency,Frequency,Monetary,total_quantity,avg_price,avg_rating,total_reviews,unique_categories,avg_order_value,max_single_spend,purchase_days,weekend_purchases,engagement_score,loyalty_index,cluster,dbscan_cluster,segment_name
1038,87,3,1247.64,5,273.86,2.8666666666666667,7464,3,415.88000000000005,822.98,3,1,25.56487803525677,0.03409090909090909,0,-1,High-Value Customers
1040,22,3,2746.92,10,279.37666666666667,3.3000000000000003,4828,3,915.64,969.21,3,1,27.99190246338269,0.13043478260869565,0,-1,High-Value Customers
1041,132,1,1821.68,4,455.42,4.6,397,1,1821.68,1821.68,1,0,27.537679224308413,0.007518796992481203,1,-1,Occasional Buyers
1042,210,1,43.38,3,14.46,4.5,1465,1,43.38,43.38,1,0,32.80631797100968,0.004739336492890996,1,0,Occasional Buyers
1045,388,1,655.7,2,327.85,3.9,4797,1,655.7,655.7,1,1,33.056222329258595,0.002570694087403599,1,2,Occasional Buyers
1046,49,3,2757.8999999999996,7,326.14666666666665,2.3666666666666667,10154,2,919.2999999999998,1982.84,3,1,21.834207488500947,0.06,0,-1,High-Value Customers
1047,614,1,1152.32,4,288.08,1.7,1141,1,1152.32,1152.32,1,0,11.968911863367124,0.0016260162601626016,1,0,Occasional Buyers
1048,393,1,595.78,2,297.89,3.4,3569,1,595.78,595.78,1,0,27.813090974230526,0.0025380710659898475,1,0,Occasional Buyers
1050,325,1,75.36,1,75.36,4.3,3253,1,75.36,75.36,1,1,34.77685323744963,0.003067484662576687,1,2,Occasional Buyers
1052,310,3,3826.67,9,418.76666666666665,2.6,4974,3,1275.5566666666666,1831.88,3,1,22.131669688941003,0.00964630225080386,0,-1,High-Value Customers
1053,314,2,1919.2399999999998,5,366.7,1.25,4906,2,959.6199999999999,1581.12,2,0,10.623022545112379,0.006349206349206349,0,-1,High-Value Customers
1057,64,4,1942.4099999999999,9,217.41,2.875,12047,3,485.60249999999996,975.0,4,2,27.015380106364063,0.06153846153846154,0,-1,High-Value Customers
1058,701,1,1887.28,4,471.82,2.9,2306,1,1887.28,1887.28,1,0,22.456739448703885,0.0014245014245014246,1,0,Occasional Buyers
1061,163,1,444.89,1,444.89,1.9,2857,1,444.89,444.89,1,0,15.119966981130643,0.006097560975609756,1,0,Occasional Buyers
1062,628,1,1581.44,4,395.36,4.9,2705,1,1581.44,1581.44,1,0,38.7258113627806,0.001589825119236884,1,-1,Occasional Buyers
1064,634,1,415.68,3,138.56,1.9,3862,1,415.68,415.68,1,1,15.692478789065934,0.0015748031496062992,1,5,Occasional Buyers
1068,143,2,1595.55,6,265.925,3.05,3218,1,797.775,1064.85,2,2,24.63431939546136,0.013888888888888888,0,-1,High-Value Customers
1069,95,1,310.83,3,103.61,3.1,3364,1,310.83,310.83,1,1,25.17566805044437,0.010416666666666666,1,2,Occasional Buyers
1071,727,1,214.84,4,53.71,2.9,1478,1,214.84,214.84,1,0,21.16745224186132,0.0013736263736263737,1,0,Occasional Buyers
1073,120,1,705.52,2,352.76,3.2,1102,1,705.52,705.52,1,0,22.41852486161121,0.008264462809917356,1,0,Occasional Buyers
1074,189,1,246.38,1,246.38,2.7,2415,1,246.38,246.38,1,0,21.032645109447706,0.005263157894736842,1,0,Occasional Buyers
1075,152,2,1612.92,4,403.23,2.75,7002,1,806.46,835.32,2,0,24.348758246052675,0.013071895424836602,0,-1,High-Value Customers
1079,58,1,202.01,1,202.01,3.3,2683,1,202.01,202.01,1,0,26.05370954370219,0.01694915254237288,1,0,Occasional Buyers
1080,525,2,747.37,2,373.685,3.0,6998,2,373.685,495.95,2,1,26.560567682068616,0.0038022813688212928,1,-1,Occasional Buyers
1085,260,2,767.78,5,183.56,1.75,3874,2,383.89,667.16,2,0,14.459026648128035,0.007662835249042145,1,1,Occasional Buyers
1087,720,1,314.21,1,314.21,4.2,3735,1,314.21,314.21,1,0,34.54823735726468,0.0013869625520110957,1,0,Occasional Buyers
1089,28,2,2457.63,6,409.605,3.25,8001,2,1228.815,1437.54,2,1,29.209202065605837,0.06896551724137931,0,-1,High-Value Customers
1090,90,1,1255.68,3,418.56,3.7,4517,1,1255.68,1255.68,1,0,31.138551379003413,0.01098901098901099,1,0,Occasional Buyers
1091,330,2,1185.8200000000002,4,296.45500000000004,3.65,6534,2,592.9100000000001,616.44,2,1,32.06498583511288,0.006042296072507553,0,3,High-Value Customers
1093,255,1,147.8,2,73.9,4.5,128,1,147.8,147.8,1,1,21.869155819627522,0.00390625,1,2,Occasional Buyers
1095,175,3,1479.98,9,160.37666666666667,3.533333333333333,6232,3,493.32666666666665,817.68,3,2,30.872899396724605,0.017045454545454544,0,-1,High-Value Customers
1098,142,7,4382.77,19,268.57,2.8857142857142857,13711,3,626.11,1593.16,7,2,27.489391163559816,0.04895104895104895,0,-1,High-Value Customers
1099,239,2,459.79999999999995,5,88.245,2.85,823,1,229.89999999999998,320.46,2,0,19.135386010241994,0.008333333333333333,1,-1,Occasional Buyers
1102,307,2,614.78,3,198.22,1.9,6294,2,307.39,436.68,2,0,16.62027079830905,0.006493506493506494,1,1,Occasional Buyers
1103,353,2,2092.67,5,364.92999999999995,3.55,4414,2,1046.335,1817.08,2,1,29.794309051285115,0.005649717514124294,0,-1,High-Value Customers
1105,296,2,418.34,2,209.17,4.4,6421,2,209.17,320.27,2,0,38.57693344845763,0.006734006734006734,1,-1,Occasional Buyers
1106,728,1,273.54,3,91.18,2.5,4350,1,273.54,273.54,1,0,20.9454024568017,0.0013717421124828531,1,0,Occasional Buyers
1108,133,1,1785.92,4,446.48,3.1,2506,1,1785.92,1785.92,1,0,24.263210504290708,0.007462686567164179,1,0,Occasional Buyers
1111,440,1,856.64,4,214.16,2.3,2220,1,856.64,856.64,1,0,17.72313949495718,0.0022675736961451248,1,0,Occasional Buyers
1112,524,3,704.0500000000001,5,209.83,3.866666666666667,9515,2,234.68333333333337,330.11,3,2,35.42148883616835,0.005714285714285714,0,-1,High-Value Customers
1114,195,1,75.71,1,75.71,4.2,4920,1,75.71,75.71,1,0,35.70532157163711,0.00510204081632653,1,0,Occasional Buyers
1115,376,1,102.07,1,102.07,4.9,3998,1,102.07,102.07,1,0,40.63961808334941,0.002652519893899204,1,0,Occasional Buyers
1116,66,2,987.15,5,125.52,2.3,3383,1,493.575,981.48,2,1,18.69167155767006,0.029850746268656716,1,-1,Occasional Buyers
1117,276,1,187.47,3,62.49,3.4,896,1,187.47,187.47,1,1,23.116789930999907,0.0036101083032490976,1,2,Occasional Buyers
1119,293,2,1479.66,6,246.61,1.55,6913,2,739.83,1002.51,2,0,13.704020611746435,0.006802721088435374,0,1,High-Value Customers
1121,30,2,348.05,3,166.34,1.85,4211,2,174.025,317.31,2,1,15.439531815519652,0.06451612903225806,1,3,Occasional Buyers
1122,506,1,105.0,1,105.0,1.6,1779,1,105.0,105.0,1,0,11.97498982925781,0.0019723865877712033,1,0,Occasional Buyers
1123,494,1,87.15,1,87.15,4.5,3676,1,87.15,87.15,1,1,36.944336165855724,0.00202020202020202,1,2,Occasional Buyers
1124,321,1,581.42,2,290.71,1.4,3779,1,581.42,581.42,1,0,11.532471004059085,0.003105590062111801,1,0,Occasional Buyers
1125,86,1,66.56,1,66.56,1.5,4726,1,66.56,66.56,1,0,12.691569046189855,0.011494252873563218,1,0,Occasional Buyers
1126,284,1,1446.57,3,482.19,2.6,1301,1,1446.57,1446.57,1,1,18.64630773919814,0.0035087719298245615,1,-1,Occasional Buyers
1127,370,1,58.47,1,58.47,1.7,4435,1,58.47,58.47,1,0,14.275764192399437,0.0026954177897574125,1,0,Occasional Buyers
1128,630,1,170.45,1,170.45,3.1,1164,1,170.45,170.45,1,0,21.88747673459938,0.001584786053882726,1,0,Occasional Buyers
1129,515,1,603.03,3,201.01,3.6,1871,1,603.03,603.03,1,1,27.125145565335135,0.001937984496124031,1,2,Occasional Buyers
1130,452,3,4281.34,11,395.90000000000003,2.9,8173,2,1427.1133333333335,1553.76,3,3,26.125269625960243,0.006622516556291391,0,-1,High-Value Customers
1131,97,1,802.36,4,200.59,4.9,534,1,802.36,802.36,1,0,30.78310705979043,0.01020408163265306,1,0,Occasional Buyers
1132,128,1,590.67,3,196.89,1.0,3661,1,590.67,590.67,1,0,8.205764725234456,0.007751937984496124,1,0,Occasional Buyers
1133,65,1,460.20000000000005,3,153.4,4.3,773,1,460.20000000000005,460.20000000000005,1,0,28.601759056435828,0.015151515151515152,1,0,Occasional Buyers
1134,420,2,1573.5700000000002,7,236.685,3.5999999999999996,1731,2,786.7850000000001,959.73,2,0,26.84531552084057,0.004750593824228029,0,-1,High-Value Customers
1138,627,1,783.1500000000001,3,261.05,3.6,3515,1,783.1500000000001,783.1500000000001,1,1,29.394285331698246,0.0015923566878980893,1,2,Occasional Buyers
1142,47,2,1201.12,5,321.54499999999996,2.6,5467,2,600.56,744.04,2,0,22.377337314393984,0.041666666666666664,0,1,High-Value Customers
1143,136,4,2245.62,6,315.34,3.225,7808,3,561.405,1476.3899999999999,4,3,28.90577882456213,0.029197080291970802,0,-1,High-Value Customers
1144,18,1,217.1,2,108.55,2.6,2276,1,217.1,217.1,1,1,20.099596571765723,0.05263157894736842,1,4,Occasional Buyers
1146,484,1,1090.76,4,272.69,4.6,3339,1,1090.76,1090.76,1,0,37.32313999546543,0.002061855670103093,1,0,Occasional Buyers
1147,484,1,1426.28,4,356.57,2.9,548,1,1426.28,1426.28,1,0,18.293485480377637,0.002061855670103093,1,0,Occasional Buyers
1148,59,1,463.42,2,231.71,4.2,1674,1,463.42,463.42,1,1,31.1789874658885,0.016666666666666666,1,2,Occasional Buyers
1149,321,1,53.3,2,26.65,2.4,1858,1,53.3,53.3,1,0,18.066705570531465,0.003105590062111801,1,0,Occasional Buyers
1150,136,2,1919.2,7,257.255,3.5999999999999996,3744,2,959.6,1502.68,2,1,29.621436825424748,0.014598540145985401,0,3,High-Value Customers
1151,451,1,384.2,1,384.2,2.5,2371,1,384.2,384.2,1,1,19.42872190029404,0.0022123893805309734,1,7,Occasional Buyers
1152,437,1,574.48,4,143.62,4.0,3992,1,574.48,574.48,1,1,33.169192428252884,0.00228310502283105,1,2,Occasional Buyers
1153,263,1,669.0600000000001,3,223.02,1.4,326,1,669.0600000000001,669.0600000000001,1,1,8.105944239256154,0.003787878787878788,1,4,Occasional Buyers
1154,357,1,280.36,4,70.09,3.3,1551,1,280.36,280.36,1,0,24.24608901245244,0.002793296089385475,1,0,Occasional Buyers
1156,636,1,303.73,1,303.73,2.8,3917,1,303.73,303.73,1,0,23.165342475812558,0.0015698587127158557,1,0,Occasional Buyers
1157,389,1,781.32,4,195.33,4.6,3662,1,781.32,781.32,1,1,37.747773708782546,0.002564102564102564,1,2,Occasional Buyers
1159,225,3,2519.11,9,282.61333333333334,3.766666666666667,6486,3,839.7033333333334,1394.4,3,0,33.06212554043585,0.01327433628318584,0,-1,High-Value Customers
1160,372,3,1406.9399999999998,8,133.16,3.1999999999999997,10332,3,468.97999999999996,1319.84,3,0,29.577913395885933,0.00804289544235925,0,-1,High-Value Customers
1161,657,1,315.69,3,105.23,4.2,4546,1,315.69,315.69,1,0,35.37333640606504,0.001519756838905775,1,0,Occasional Buyers
1162,127,2,2731.56,8,341.445,3.55,5304,1,1365.78,1458.8,2,1,30.446237931220697,0.015625,0,-1,High-Value Customers
1164,107,1,851.84,2,425.92,4.4,4275,1,851.84,851.84,1,0,36.787402397437724,0.009259259259259259,1,0,Occasional Buyers
1166,90,2,585.54,5,112.02000000000001,2.35,3561,2,292.77,412.38,2,0,19.218482040046577,0.02197802197802198,1,1,Occasional Buyers
1167,114,2,1068.72,4,267.18,3.75,4955,2,534.36,630.32,2,0,31.90632841030887,0.017391304347826087,0,1,High-Value Customers
1169,113,1,463.12,2,231.56,4.1,3627,1,463.12,463.12,1,0,33.60539092606361,0.008771929824561403,1,0,Occasional Buyers
1170,579,1,108.03,3,36.01,1.3,4539,1,108.03,108.03,1,0,10.946886978346013,0.0017241379310344827,1,0,Occasional Buyers
1171,391,1,258.62,1,258.62,1.5,4657,1,258.62,258.62,1,0,12.66951217566643,0.002551020408163265,1,0,Occasional Buyers
1172,61,2,947.73,3,349.38,3.0,6343,2,473.865,497.94,2,0,26.265794289944054,0.03225806451612903,0,1,High-Value Customers
1173,115,1,957.24,2,478.62,1.4,2831,1,957.24,957.24,1,1,11.128233836739055,0.008620689655172414,1,-1,Occasional Buyers
1175,350,1,955.5,2,477.75,1.3,2298,1,955.5,955.5,1,0,10.062298382192136,0.002849002849002849,1,0,Occasional Buyers
1176,157,1,1433.64,4,358.41,1.2,665,1,1433.64,1433.64,1,1,7.801547604648467,0.006329113924050633,1,-1,Occasional Buyers
1177,25,1,341.41,1,341.41,4.8,737,1,341.41,341.41,1,1,31.698930358082265,0.038461538461538464,1,-1,Occasional Buyers
1179,238,1,66.79,1,66.79,1.2,1357,1,66.79,66.79,1,0,8.65652196974237,0.0041841004184100415,1,0,Occasional Buyers
1180,380,1,74.31,1,74.31,4.2,2381,1,74.31,74.31,1,0,32.65792214964403,0.0026246719160104987,1,0,Occasional Buyers
1181,91,1,260.35,1,260.35,2.2,888,1,260.35,260.35,1,0,14.938213918130591,0.010869565217391304,1,0,Occasional Buyers
1183,507,1,149.3,2,74.65,3.3,2647,1,149.3,149.3,1,1,26.009147726287765,0.001968503937007874,1,2,Occasional Buyers
1185,131,1,575.3100000000001,3,191.77,4.2,4715,1,575.3100000000001,575.3100000000001,1,0,35.526608298960504,0.007575757575757576,1,0,Occasional Buyers
1186,494,1,1766.2,4,441.55,4.2,2572,1,1766.2,1766.2,1,1,32.98187681158333,0.00202020202020202,1,-1,Occasional Buyers
1187,639,1,148.4,4,37.1,3.3,3536,1,148.4,148.4,1,0,26.964412824378083,0.0015625,1,0,Occasional Buyers
1188,270,1,480.76,1,480.76,2.2,585,1,480.76,480.76,1,1,14.021303537069429,0.0036900369003690036,1,7,Occasional Buyers
1189,72,5,4435.93,13,325.83000000000004,2.8600000000000003,8089,5,887.186,1278.15,5,1,25.73537826875026,0.0684931506849315,0,-1,High-Value Customers
1190,71,2,1467.8600000000001,7,221.89999999999998,2.55,6978,2,733.9300000000001,922.02,2,1,22.569185343493736,0.027777777777777776,0,3,High-Value Customers
1191,180,3,2469.7599999999998,10,254.6966666666667,1.7000000000000002,7977,2,823.2533333333332,1270.0,3,1,15.2735531551911,0.016574585635359115,0,-1,High-Value Customers
1193,109,1,1539.8,4,384.95,2.0,277,1,1539.8,1539.8,1,1,11.255242227381274,0.00909090909090909,1,-1,Occasional Buyers
1194,419,1,745.76,2,372.88,1.6,1335,1,745.76,745.76,1,0,11.515896566554545,0.002380952380952381,1,0,Occasional Buyers
1195,193,2,987.6400000000001,4,246.91000000000003,4.5,6048,2,493.82000000000005,661.96,2,1,39.184417116481114,0.010309278350515464,0,3,High-Value Customers
1197,500,1,883.6,2,441.8,1.7,3280,1,883.6,883.6,1,1,13.763036006033872,0.001996007984031936,1,-1,Occasional Buyers
1200,17,3,1864.24,9,247.6,2.1,7939,2,621.4133333333333,957.48,3,1,18.85730396390648,0.16666666666666666,0,-1,High-Value Customers
1201,656,1,958.5,2,479.25,4.4,556,1,958.5,958.5,1,0,27.819287055680054,0.0015220700152207,1,-1,Occasional Buyers
1202,56,2,845.78,4,304.90999999999997,4.25,1818,2,422.89,491.84,2,1,31.90067925870202,0.03508771929824561,0,3,High-Value Customers
1203,252,1,815.52,4,203.88,1.2,3129,1,815.52,815.52,1,0,9.658545940241039,0.003952569169960474,1,0,Occasional Buyers
1205,669,1,729.2,2,364.6,1.2,4873,1,729.2,729.2,1,1,10.190004281022182,0.0014925373134328358,1,-1,Occasional Buyers
1206,594,1,334.64,4,83.66,3.4,1873,1,334.64,334.64,1,0,25.621823573514448,0.0016806722689075631,1,0,Occasional Buyers
1207,453,1,984.96,3,328.32,3.7,4479,1,984.96,984.96,1,0,31.107299804013415,0.0022026431718061676,1,0,Occasional Buyers
1212,57,1,37.52,1,37.52,2.5,739,1,37.52,37.52,1,0,16.516625465495537,0.017241379310344827,1,0,Occasional Buyers
1214,126,2,2289.77,5,418.75,2.75,6761,2,1144.885,1936.36,2,0,24.252453453986536,0.015748031496062992,0,6,High-Value Customers
1216,98,3,887.6000000000001,4,242.12000000000003,2.733333333333333,10290,2,295.86666666666673,322.48,3,1,25.253335015951983,0.030303030303030304,0,-1,High-Value Customers
1217,250,2,1535.49,6,255.915,2.95,2652,2,767.745,1322.28,2,1,23.256166744706334,0.00796812749003984,0,3,High-Value Customers
1219,82,4,1869.3899999999999,7,256.545,4.35,8920,2,467.34749999999997,1124.28,4,1,39.568310472074955,0.04819277108433735,0,-1,High-Value Customers
1222,129,2,743.2,2,371.6,3.75,8050,2,371.6,398.13,2,1,33.72581844862493,0.015384615384615385,0,-1,High-Value Customers
1224,518,3,2368.04,7,335.8333333333333,3.0333333333333337,9666,3,789.3466666666667,1192.3799999999999,3,1,27.835302350809307,0.005780346820809248,0,-1,High-Value Customers
1225,404,1,1821.08,4,455.27,4.6,3503,1,1821.08,1821.08,1,0,37.543638079458894,0.0024691358024691358,1,-1,Occasional Buyers
1226,53,2,359.15999999999997,3,149.675,3.45,4647,2,179.57999999999998,239.54,2,1,29.132463429934532,0.037037037037037035,1,3,Occasional Buyers
1228,55,1,733.86,3,244.62,1.8,2259,1,733.86,733.86,1,0,13.901616166079396,0.017857142857142856,1,0,Occasional Buyers
1229,117,2,943.69,5,228.71,2.85,6473,1,471.845,857.14,2,1,25.01031588828564,0.01694915254237288,0,-1,High-Value Customers
1230,559,3,2459.2,10,211.16,2.466666666666667,4500,3,819.7333333333332,1867.56,3,1,20.749735354122567,0.005357142857142857,0,-1,High-Value Customers
1232,49,4,2165.87,10,215.3975,4.3,5343,4,541.4675,1098.08,4,0,36.91003777543087,0.08,0,-1,High-Value Customers
1233,543,1,107.49,3,35.83,2.2,1985,1,107.49,107.49,1,1,16.70653125813126,0.001838235294117647,1,-1,Occasional Buyers
1234,125,1,87.64,1,87.64,3.5,2795,1,87.64,87.64,1,0,27.775807861737952,0.007936507936507936,1,0,Occasional Buyers
1236,273,1,910.3799999999999,3,303.46,4.8,1077,1,910.3799999999999,910.3799999999999,1,0,33.51774120705092,0.0036496350364963502,1,0,Occasional Buyers
1240,587,1,127.25,1,127.25,4.2,3197,1,127.25,127.25,1,0,33.89517975225438,0.0017006802721088435,1,0,Occasional Buyers
1241,1,2,1735.58,4,446.64,3.8,5789,2,867.79,1263.4499999999998,2,0,32.92277276815476,1.0,0,-1,High-Value Customers
1242,574,1,47.400000000000006,3,15.8,1.3,4180,1,47.400000000000006,47.400000000000006,1,0,10.839797450763534,0.0017391304347826088,1,0,Occasional Buyers
1243,691,1,421.79,1,421.79,4.3,2181,1,421.79,421.79,1,0,33.058387815489965,0.001445086705202312,1,0,Occasional Buyers
1245,351,1,1238.34,3,412.78,1.8,1445,1,1238.34,1238.34,1,0,13.09780152489368,0.002840909090909091,1,0,Occasional Buyers
1246,265,2,2107.32,6,351.22,4.449999999999999,3156,1,1053.66,1287.9,2,0,35.85532982408306,0.007518796992481203,0,-1,High-Value Customers
1250,1,1,1440.81,3,480.27,3.3,4957,1,1440.81,1440.81,1,0,28.078900451563946,0.5,0,-1,High-Value Customers
1251,95,2,1333.0,3,444.665,3.4,5353,2,666.5,887.34,2,1,29.19103736187301,0.020833333333333332,0,-1,High-Value Customers
1252,10,5,1900.68,8,268.894,3.22,9887,3,380.136,647.7,5,2,29.621028518625863,0.45454545454545453,0,-1,High-Value Customers
1253,245,3,1940.8600000000001,6,282.12333333333333,3.4,8653,2,646.9533333333334,1465.56,3,0,30.823641530668418,0.012195121951219513,0,-1,High-Value Customers
1255,7,2,448.19,3,167.375,2.85,3832,2,224.095,226.88,2,0,23.516498736334587,0.25,1,-1,Occasional Buyers
1257,228,1,1528.36,4,382.09,4.0,3644,1,1528.36,1528.36,1,1,32.80444657777103,0.004366812227074236,1,-1,Occasional Buyers
1258,42,2,986.84,4,261.56,3.1,4759,2,493.42,695.58,2,0,26.250809136398946,0.046511627906976744,0,1,High-Value Customers
1262,467,1,238.29,1,238.29,3.2,4588,1,238.29,238.29,1,0,26.980535726063465,0.002136752136752137,1,0,Occasional Buyers
1263,311,1,225.98,1,225.98,3.2,2568,1,225.98,225.98,1,1,25.124070390751626,0.003205128205128205,1,2,Occasional Buyers
1264,152,1,418.04999999999995,3,139.35,1.1,1212,1,418.04999999999995,418.04999999999995,1,0,7.810937099838456,0.006535947712418301,1,0,Occasional Buyers
1267,215,2,266.88,5,79.56,1.4500000000000002,4907,2,133.44,143.68,2,0,12.323001618454663,0.009259259259259259,1,1,Occasional Buyers
1268,298,1,244.38,3,81.46,1.6,4669,1,244.38,244.38,1,1,13.518262961060708,0.0033444816053511705,1,4,Occasional Buyers
1269,654,1,78.7,1,78.7,1.2,3567,1,78.7,78.7,1,1,9.81571259243988,0.0015267175572519084,1,5,Occasional Buyers
1270,652,2,1189.72,4,297.43,1.2000000000000002,1708,2,594.86,996.38,2,0,8.93239641973871,0.0030627871362940277,1,-1,Occasional Buyers
1271,271,1,147.76,1,147.76,1.9,3683,1,147.76,147.76,1,0,15.602333355012872,0.003676470588235294,1,0,Occasional Buyers
1272,164,1,977.01,3,325.67,1.9,1716,1,977.01,977.01,1,1,14.151834335705203,0.006060606060606061,1,7,Occasional Buyers
1273,684,1,210.63,3,70.21,1.8,219,1,210.63,210.63,1,0,9.708529583434252,0.00145985401459854,1,0,Occasional Buyers
1276,185,4,2111.3,10,261.3725,3.325,6151,3,527.825,672.5,4,3,29.00907059969172,0.021505376344086023,0,-1,High-Value Customers
1278,168,1,116.88,1,116.88,3.7,2905,1,116.88,116.88,1,0,29.505771523281844,0.005917159763313609,1,0,Occasional Buyers
1279,383,2,211.20999999999998,2,105.60499999999999,1.9500000000000002,9134,2,105.60499999999999,130.92,2,0,17.783743514183612,0.005208333333333333,1,1,Occasional Buyers
1282,405,2,923.43,3,246.32999999999998,4.5,4643,2,461.715,861.54,2,0,37.99499104268002,0.0049261083743842365,1,1,Occasional Buyers
1283,401,1,864.0899999999999,3,288.03,1.8,610,1,864.0899999999999,864.0899999999999,1,0,11.547174526508872,0.0024875621890547263,1,0,Occasional Buyers
1284,209,2,622.96,3,242.09500000000003,1.6500000000000001,4858,2,311.48,345.42,2,0,14.006170091769741,0.009523809523809525,1,1,Occasional Buyers
1287,361,1,527.67,3,175.89,1.2,4225,1,527.67,527.67,1,1,10.018813437811202,0.0027624309392265192,1,4,Occasional Buyers
1288,246,2,163.26,3,69.36500000000001,2.45,3326,2,81.63,114.2,2,0,19.869074376245273,0.008097165991902834,1,1,Occasional Buyers
1293,504,1,986.61,3,328.87,2.5,515,1,986.61,986.61,1,0,15.615266913703907,0.0019801980198019802,1,0,Occasional Buyers
1295,647,1,198.81,1,198.81,1.9,1813,1,198.81,198.81,1,1,14.256250298282655,0.0015432098765432098,1,5,Occasional Buyers
1297,469,1,538.29,3,179.43,1.2,2795,1,538.29,538.29,1,0,9.523134124024441,0.002127659574468085,1,0,Occasional Buyers
1300,98,1,1296.76,4,324.19,1.7,4473,1,1296.76,1296.76,1,0,14.290264841485127,0.010101010101010102,1,0,Occasional Buyers
1301,206,2,640.4,5,90.39999999999999,4.0,5166,2,320.2,612.8,2,1,34.200190113148736,0.00966183574879227,0,3,High-Value Customers
1303,461,1,1714.36,4,428.59,1.4,3170,1,1714.36,1714.36,1,0,11.286523184353687,0.0021645021645021645,1,-1,Occasional Buyers
1304,48,2,847.51,2,423.755,2.55,4906,2,423.755,481.57,2,1,21.670965992029252,0.04081632653061224,1,-1,Occasional Buyers
1308,715,1,535.0,2,267.5,4.0,1547,1,535.0,535.0,1,0,29.37887621659869,0.0013966480446927375,1,0,Occasional Buyers
1313,320,2,755.65,5,119.16499999999999,3.35,3843,2,377.825,689.76,2,0,27.651800379802115,0.006230529595015576,1,1,Occasional Buyers
