customer_id,product_id,product_category,price,quantity,rating,review_count,purchase_date
1191,10002,Books,293.3,2,1.7,843,2024-01-21 11:03:03.783783783
1955,10052,Clothing,375.3,4,1.8,1782,2024-01-22 04:35:18.918918918
1276,10022,Beauty,406.83,1,4.6,1564,2024-01-22 22:07:34.054054054
1160,10052,Sports,329.96,4,4.0,1184,2024-01-23 15:39:49.189189189
1459,10036,Home,68.41,4,4.6,746,2024-01-24 09:12:04.324324324
1313,10073,Electronics,172.44,4,4.0,1725,2024-01-25 02:44:19.459459459
1021,10073,Electronics,464.4,2,3.4,3188,2024-01-25 20:16:34.594594594
1252,10082,Electronics,116.18,3,3.6,270,2024-01-26 13:48:49.729729729
1747,10016,Clothing,189.22,3,4.6,4865,2024-01-27 07:21:04.864864865
1856,10084,Books,218.88,1,3.3,3956,2024-01-28 00:53:20.000000000
1560,10077,Beauty,222.51,4,3.5,171,2024-01-28 18:25:35.135135135
1474,10072,Home,308.41,2,1.6,273,2024-01-29 11:57:50.270270270
1058,10000,Sports,471.82,4,2.9,2306,2024-01-30 05:30:05.405405405
1510,10050,Home,124.14,4,3.9,1158,2024-01-30 23:02:20.540540540
1681,10044,Sports,65.14,2,2.1,1706,2024-01-31 16:34:35.675675675
1475,10076,Clothing,102.75,3,1.8,1771,2024-02-01 10:06:50.810810810
1699,10003,Electronics,444.03,4,2.3,421,2024-02-02 03:39:05.945945946
1975,10061,Clothing,324.68,4,2.0,1209,2024-02-02 21:11:21.081081081
1782,10064,Books,146.52,3,1.9,4675,2024-02-03 14:43:36.216216216
1189,10031,Books,408.89,2,2.7,890,2024-02-04 08:15:51.351351351
1957,10033,Sports,431.38,1,4.6,4817,2024-02-05 01:48:06.486486486
1686,10091,Beauty,424.02,3,3.0,3267,2024-02-05 19:20:21.621621621
1957,10094,Beauty,459.87,1,1.8,4976,2024-02-06 12:52:36.756756756
1562,10071,Sports,129.86,1,1.3,1473,2024-02-07 06:24:51.891891892
1875,10038,Books,378.75,3,3.8,3243,2024-02-07 23:57:07.027027027
1566,10025,Books,232.97,4,2.5,4478,2024-02-08 17:29:22.162162162
1243,10033,Books,421.79,1,4.3,2181,2024-02-09 11:01:37.297297297
1831,10053,Clothing,365.6,1,3.6,1449,2024-02-10 04:33:52.432432432
1504,10002,Books,389.34,2,4.2,3096,2024-02-10 22:06:07.567567567
1130,10049,Home,329.8,4,2.1,3256,2024-02-11 15:38:22.702702702
1484,10011,Electronics,92.83,1,3.8,3156,2024-02-12 09:10:37.837837837
1818,10064,Books,274.79,2,2.1,1590,2024-02-13 02:42:52.972972973
1646,10053,Sports,492.41,4,4.8,4239,2024-02-13 20:15:08.108108108
1020,10004,Electronics,469.01,3,3.5,3981,2024-02-14 13:47:23.243243243
1840,10093,Clothing,26.37,3,2.3,1435,2024-02-15 07:19:38.378378378
1166,10093,Sports,86.58,2,2.1,223,2024-02-16 00:51:53.513513513
1273,10056,Electronics,70.21,3,1.8,219,2024-02-16 18:24:08.648648648
1387,10016,Sports,364.36,1,3.8,4274,2024-02-17 11:56:23.783783783
1600,10046,Clothing,409.8,4,1.9,1654,2024-02-18 05:28:38.918918919
1315,10022,Home,110.69,1,3.4,4528,2024-02-18 23:00:54.054054054
1013,10078,Clothing,255.4,1,2.1,264,2024-02-19 16:33:09.189189189
1241,10084,Clothing,421.15,3,3.6,953,2024-02-20 10:05:24.324324324
1776,10013,Sports,367.74,1,4.3,4524,2024-02-21 03:37:39.459459459
1345,10065,Beauty,273.41,3,4.1,3733,2024-02-21 21:09:54.594594594
1564,10074,Books,297.22,4,4.0,2774,2024-02-22 14:42:09.729729730
1897,10050,Books,256.64,4,1.8,3124,2024-02-23 08:14:24.864864865
1339,10037,Home,152.29,1,1.4,479,2024-02-24 01:46:40.000000000
1091,10063,Home,284.69,2,3.8,3514,2024-02-24 19:18:55.135135135
1366,10097,Books,346.0,3,2.5,1353,2024-02-25 12:51:10.270270270
1955,10037,Beauty,437.29,3,2.7,3322,2024-02-26 06:23:25.405405405
1454,10049,Books,319.96,1,1.1,3878,2024-02-26 23:55:40.540540540
1427,10097,Beauty,381.76,3,2.0,889,2024-02-27 17:27:55.675675675
1508,10081,Home,84.24,3,1.1,3854,2024-02-28 11:00:10.810810811
1775,10029,Electronics,233.47,2,4.5,924,2024-02-29 04:32:25.945945946
1942,10078,Sports,9.62,2,2.0,2170,2024-02-29 22:04:41.081081081
1034,10090,Home,127.11,1,3.2,1902,2024-03-01 15:36:56.216216216
1205,10050,Home,364.6,2,1.2,4873,2024-03-02 09:09:11.351351351
1080,10062,Clothing,495.95,1,3.7,2395,2024-03-03 02:41:26.486486486
1931,10097,Clothing,54.09,4,2.3,28,2024-03-03 20:13:41.621621621
1561,10051,Clothing,203.74,1,4.6,34,2024-03-04 13:45:56.756756757
1871,10037,Sports,401.04,4,4.6,3589,2024-03-05 07:18:11.891891892
1387,10096,Clothing,106.0,1,2.3,2670,2024-03-06 00:50:27.027027027
1001,10087,Beauty,279.77,3,4.6,3365,2024-03-06 18:22:42.162162162
1389,10078,Books,367.87,2,5.0,588,2024-03-07 11:54:57.297297297
1565,10029,Electronics,309.91,4,4.3,3218,2024-03-08 05:27:12.432432432
1105,10050,Home,98.07,1,4.4,3138,2024-03-08 22:59:27.567567567
1771,10080,Beauty,180.92,2,2.0,903,2024-03-09 16:31:42.702702702
1821,10004,Electronics,392.98,1,3.3,4086,2024-03-10 10:03:57.837837838
1476,10028,Beauty,279.34,2,1.3,2169,2024-03-11 03:36:12.972972973
1702,10003,Beauty,7.59,2,1.4,339,2024-03-11 21:08:28.108108108
1401,10009,Home,381.69,1,5.0,4270,2024-03-12 14:40:43.243243243
1729,10055,Books,22.48,4,2.3,1714,2024-03-13 08:12:58.378378378
1555,10016,Clothing,374.14,4,4.0,4692,2024-03-14 01:45:13.513513513
1161,10073,Sports,105.23,3,4.2,4546,2024-03-14 19:17:28.648648648
1201,10016,Books,479.25,2,4.4,556,2024-03-15 12:49:43.783783784
1957,10083,Sports,187.13,3,5.0,3087,2024-03-16 06:21:58.918918919
1995,10087,Home,166.83,3,2.0,3266,2024-03-16 23:54:14.054054054
1269,10068,Home,78.7,1,1.2,3567,2024-03-17 17:26:29.189189189
1862,10033,Home,156.27,1,2.6,2056,2024-03-18 10:58:44.324324324
1815,10005,Electronics,438.94,1,1.5,3899,2024-03-19 04:30:59.459459459
1270,10052,Sports,498.19,2,1.1,1016,2024-03-19 22:03:14.594594594
1455,10065,Books,187.31,1,2.4,2062,2024-03-20 15:35:29.729729729
1461,10076,Books,227.06,1,4.1,838,2024-03-21 09:07:44.864864865
1726,10042,Beauty,362.43,2,3.3,1637,2024-03-22 02:40:00.000000000
1251,10074,Beauty,443.67,2,2.3,4321,2024-03-22 20:12:15.135135135
1701,10022,Beauty,298.56,4,3.6,3496,2024-03-23 13:44:30.270270270
1295,10054,Home,198.81,1,1.9,1813,2024-03-24 07:16:45.405405405
1724,10079,Books,209.25,1,1.1,3479,2024-03-25 00:49:00.540540540
1719,10094,Sports,349.33,1,4.1,1451,2024-03-25 18:21:15.675675675
1748,10074,Home,6.59,4,3.5,2313,2024-03-26 11:53:30.810810811
1337,10015,Electronics,311.7,1,4.0,1514,2024-03-27 05:25:45.945945946
1878,10007,Beauty,180.97,4,1.2,1231,2024-03-27 22:58:01.081081081
1052,10003,Home,398.13,3,4.3,1645,2024-03-28 16:30:16.216216216
1791,10003,Home,51.03,4,3.5,2999,2024-03-29 10:02:31.351351351
1921,10055,Electronics,296.16,3,3.3,3440,2024-03-30 03:34:46.486486486
1216,10024,Clothing,243.08,1,3.5,4056,2024-03-30 21:07:01.621621621
1763,10066,Books,322.95,3,4.5,305,2024-03-31 14:39:16.756756756
1187,10095,Sports,37.1,4,3.3,3536,2024-04-01 08:11:31.891891892
1379,10066,Clothing,292.09,2,3.3,1723,2024-04-02 01:43:47.027027027
1492,10026,Beauty,282.93,3,5.0,1689,2024-04-02 19:16:02.162162162
1040,10092,Home,282.53,3,4.0,1517,2024-04-03 12:48:17.297297297
1156,10031,Electronics,303.73,1,2.8,3917,2024-04-04 06:20:32.432432432
1014,10049,Electronics,339.85,4,3.8,419,2024-04-04 23:52:47.567567567
1812,10060,Books,403.47,3,2.6,2936,2024-04-05 17:25:02.702702702
1064,10050,Clothing,138.56,3,1.9,3862,2024-04-06 10:57:17.837837838
1856,10018,Books,413.4,3,3.4,4229,2024-04-07 04:29:32.972972973
1838,10020,Home,251.64,3,4.7,1450,2024-04-07 22:01:48.108108108
1520,10004,Books,43.14,2,4.7,3096,2024-04-08 15:34:03.243243243
1343,10081,Sports,33.98,4,2.4,3261,2024-04-09 09:06:18.378378378
1128,10091,Electronics,170.45,1,3.1,1164,2024-04-10 02:38:33.513513513
1647,10041,Electronics,393.52,1,1.8,1869,2024-04-10 20:10:48.648648648
1471,10060,Beauty,355.3,2,5.0,1819,2024-04-11 13:43:03.783783783
1062,10021,Beauty,395.36,4,4.9,2705,2024-04-12 07:15:18.918918919
1138,10020,Home,261.05,3,3.6,3515,2024-04-13 00:47:34.054054054
1498,10069,Sports,222.9,2,4.2,1342,2024-04-13 18:19:49.189189189
1592,10000,Clothing,77.99,4,3.9,2226,2024-04-14 11:52:04.324324324
1391,10004,Books,167.46,3,3.4,1079,2024-04-15 05:24:19.459459460
1674,10011,Home,219.84,2,1.2,4206,2024-04-15 22:56:34.594594594
1418,10089,Beauty,48.86,4,2.8,4563,2024-04-16 16:28:49.729729730
1288,10045,Books,114.2,1,3.7,2779,2024-04-17 10:01:04.864864864
1378,10033,Beauty,301.12,1,3.7,2528,2024-04-18 03:33:20.000000000
1772,10048,Books,369.15,4,2.5,813,2024-04-18 21:05:35.135135134
1489,10077,Clothing,499.18,1,4.8,2031,2024-04-19 14:37:50.270270270
1230,10089,Home,466.89,4,1.7,322,2024-04-20 08:10:05.405405406
1040,10044,Books,323.07,3,3.0,2969,2024-04-21 01:42:20.540540540
1027,10026,Sports,213.52,4,3.8,903,2024-04-21 19:14:35.675675676
1134,10072,Electronics,319.91,3,3.8,1541,2024-04-22 12:46:50.810810810
1200,10025,Sports,393.9,2,3.6,3503,2024-04-23 06:19:05.945945946
1839,10046,Sports,63.58,4,2.1,2653,2024-04-23 23:51:21.081081080
1779,10085,Electronics,207.9,2,1.6,2476,2024-04-24 17:23:36.216216216
1929,10055,Sports,420.7,1,3.5,3340,2024-04-25 10:55:51.351351350
1032,10093,Books,195.0,3,3.4,4243,2024-04-26 04:28:06.486486486
1047,10062,Books,288.08,4,1.7,1141,2024-04-26 22:00:21.621621622
1502,10047,Books,295.95,2,3.8,849,2024-04-27 15:32:36.756756756
1406,10060,Electronics,96.32,3,2.8,366,2024-04-28 09:04:51.891891892
1573,10080,Sports,184.31,3,3.7,2897,2024-04-29 02:37:07.027027026
1727,10025,Electronics,170.58,1,4.3,1089,2024-04-29 20:09:22.162162162
1804,10035,Books,17.97,1,1.7,4041,2024-04-30 13:41:37.297297296
1098,10000,Sports,16.97,3,1.1,2038,2024-05-01 07:13:52.432432432
1683,10007,Sports,416.69,3,4.1,2860,2024-05-02 00:46:07.567567568
1871,10098,Beauty,140.17,4,3.4,4270,2024-05-02 18:18:22.702702702
1725,10051,Beauty,261.45,3,3.8,1854,2024-05-03 11:50:37.837837838
1986,10078,Clothing,152.87,4,4.4,4683,2024-05-04 05:22:52.972972972
1546,10046,Home,470.64,3,4.2,494,2024-05-04 22:55:08.108108108
1960,10055,Beauty,133.35,1,4.8,3182,2024-05-05 16:27:23.243243242
1738,10085,Electronics,217.68,4,3.1,1784,2024-05-06 09:59:38.378378378
1612,10013,Beauty,437.0,2,3.0,3510,2024-05-07 03:31:53.513513514
1942,10089,Clothing,421.76,1,2.6,3786,2024-05-07 21:04:08.648648648
1461,10027,Sports,97.12,4,1.6,4130,2024-05-08 14:36:23.783783784
1642,10086,Clothing,402.31,4,3.3,998,2024-05-09 08:08:38.918918918
1768,10077,Sports,231.8,2,2.1,4469,2024-05-10 01:40:54.054054054
1004,10087,Sports,244.07,4,4.7,1451,2024-05-10 19:13:09.189189188
1217,10001,Home,71.07,3,3.3,1751,2024-05-11 12:45:24.324324324
1502,10025,Beauty,44.9,2,3.4,2280,2024-05-12 06:17:39.459459460
1766,10013,Electronics,365.33,1,2.4,4800,2024-05-12 23:49:54.594594594
1397,10058,Electronics,250.75,1,1.2,4658,2024-05-13 17:22:09.729729730
1870,10055,Books,221.24,3,1.1,2934,2024-05-14 10:54:24.864864864
1794,10006,Sports,366.11,1,2.7,3734,2024-05-15 04:26:40.000000000
1392,10002,Electronics,383.93,4,1.3,3346,2024-05-15 21:58:55.135135134
1206,10022,Home,83.66,4,3.4,1873,2024-05-16 15:31:10.270270270
1014,10017,Sports,307.06,3,4.5,4534,2024-05-17 09:03:25.405405404
1857,10037,Home,72.0,1,4.5,3803,2024-05-18 02:35:40.540540540
1553,10098,Electronics,376.93,1,3.6,1979,2024-05-18 20:07:55.675675676
1891,10014,Electronics,330.19,3,1.8,698,2024-05-19 13:40:10.810810810
1460,10063,Books,478.52,2,4.5,1312,2024-05-20 07:12:25.945945946
1690,10088,Electronics,39.13,1,4.5,2962,2024-05-21 00:44:41.081081080
1574,10027,Sports,33.24,2,1.8,2938,2024-05-21 18:16:56.216216216
1863,10073,Sports,144.68,1,3.9,4787,2024-05-22 11:49:11.351351350
1742,10038,Sports,134.54,1,2.1,2300,2024-05-23 05:21:26.486486486
1240,10056,Books,127.25,1,4.2,3197,2024-05-23 22:53:41.621621622
1563,10016,Books,453.6,1,5.0,126,2024-05-24 16:25:56.756756756
1095,10085,Electronics,128.53,4,1.1,1191,2024-05-25 09:58:11.891891892
1899,10089,Clothing,139.62,2,4.6,2639,2024-05-26 03:30:27.027027026
1733,10043,Clothing,380.9,2,3.5,4389,2024-05-26 21:02:42.162162162
1484,10024,Books,227.62,1,4.9,3916,2024-05-27 14:34:57.297297296
1406,10016,Electronics,389.47,1,2.9,1366,2024-05-28 08:07:12.432432432
1230,10012,Clothing,37.36,2,4.4,1019,2024-05-29 01:39:27.567567568
1748,10083,Electronics,246.35,4,1.2,4079,2024-05-29 19:11:42.702702702
1654,10024,Electronics,21.64,3,2.3,4514,2024-05-30 12:43:57.837837838
1170,10067,Electronics,36.01,3,1.3,4539,2024-05-31 06:16:12.972972972
1540,10009,Beauty,453.69,2,4.9,684,2024-05-31 23:48:28.108108108
1035,10066,Sports,73.93,1,4.3,3629,2024-06-01 17:20:43.243243242
1524,10017,Electronics,268.55,1,4.4,2887,2024-06-02 10:52:58.378378378
1159,10099,Beauty,208.49,4,4.8,1462,2024-06-03 04:25:13.513513514
1838,10085,Books,176.93,3,1.3,4086,2024-06-03 21:57:28.648648648
1698,10033,Clothing,450.42,4,2.5,2261,2024-06-04 15:29:43.783783784
1242,10007,Sports,15.8,3,1.3,4180,2024-06-05 09:01:58.918918918
1085,10039,Clothing,333.58,2,1.8,2841,2024-06-06 02:34:14.054054054
1795,10082,Sports,481.88,3,1.9,1767,2024-06-06 20:06:29.189189188
1577,10041,Clothing,282.28,4,2.9,4180,2024-06-07 13:38:44.324324324
1681,10040,Sports,468.73,4,2.1,3560,2024-06-08 07:10:59.459459458
1556,10005,Clothing,30.87,4,1.4,2112,2024-06-09 00:43:14.594594594
1573,10051,Clothing,212.3,2,1.7,4758,2024-06-09 18:15:29.729729730
1952,10025,Clothing,133.78,3,1.6,626,2024-06-10 11:47:44.864864864
1645,10063,Clothing,366.76,3,4.9,4159,2024-06-11 05:20:00.000000000
1795,10097,Books,490.74,4,4.0,3414,2024-06-11 22:52:15.135135134
1027,10058,Electronics,131.98,3,4.9,1375,2024-06-12 16:24:30.270270270
1619,10055,Home,328.82,1,2.8,1181,2024-06-13 09:56:45.405405404
1555,10058,Beauty,103.06,1,2.1,490,2024-06-14 03:29:00.540540540
1339,10069,Home,284.84,1,4.2,3729,2024-06-14 21:01:15.675675676
1797,10032,Home,234.65,3,2.3,3534,2024-06-15 14:33:30.810810810
1957,10052,Sports,486.14,2,2.2,3296,2024-06-16 08:05:45.945945946
1330,10021,Electronics,306.22,2,1.9,1940,2024-06-17 01:38:01.081081080
1639,10020,Sports,178.01,2,1.5,4408,2024-06-17 19:10:16.216216216
1505,10069,Electronics,61.48,2,2.0,1882,2024-06-18 12:42:31.351351350
1347,10069,Electronics,79.87,1,2.4,4908,2024-06-19 06:14:46.486486486
1472,10003,Clothing,116.53,1,3.7,2987,2024-06-19 23:47:01.621621622
1230,10093,Books,129.23,4,1.3,3159,2024-06-20 17:19:16.756756756
1189,10074,Clothing,426.05,3,1.8,4775,2024-06-21 10:51:31.891891892
1224,10061,Books,282.81,3,4.2,4530,2024-06-22 04:23:47.027027026
1384,10061,Sports,264.08,2,1.6,681,2024-06-22 21:56:02.162162162
1376,10093,Books,61.81,1,2.4,1073,2024-06-23 15:28:17.297297296
1282,10094,Sports,430.77,2,4.5,2387,2024-06-24 09:00:32.432432432
1957,10023,Home,362.79,4,1.6,2394,2024-06-25 02:32:47.567567568
1632,10054,Home,38.5,3,1.3,2693,2024-06-25 20:05:02.702702702
1627,10008,Books,355.38,3,2.9,1370,2024-06-26 13:37:17.837837838
1972,10002,Books,274.05,2,2.2,4744,2024-06-27 07:09:32.972972972
1744,10030,Sports,45.45,4,3.3,4340,2024-06-28 00:41:48.108108108
1258,10039,Clothing,231.86,3,4.2,2156,2024-06-28 18:14:03.243243242
1358,10035,Sports,244.92,4,1.5,2580,2024-06-29 11:46:18.378378378
1709,10023,Clothing,87.06,4,3.3,4391,2024-06-30 05:18:33.513513512
1455,10094,Home,473.12,2,3.0,2159,2024-06-30 22:50:48.648648648
1410,10005,Electronics,425.74,1,1.6,3248,2024-07-01 16:23:03.783783784
1648,10065,Books,336.17,2,3.5,3731,2024-07-02 09:55:18.918918918
1317,10083,Clothing,233.84,1,2.1,3829,2024-07-03 03:27:34.054054054
1676,10091,Sports,208.82,4,3.0,1627,2024-07-03 20:59:49.189189188
1224,10074,Home,327.23,1,1.3,3472,2024-07-04 14:32:04.324324324
1818,10003,Clothing,274.99,4,2.8,27,2024-07-05 08:04:19.459459458
1233,10078,Sports,35.83,3,2.2,1985,2024-07-06 01:36:34.594594594
1683,10005,Books,258.69,3,4.3,4153,2024-07-06 19:08:49.729729730
1663,10093,Books,404.17,3,1.2,1521,2024-07-07 12:41:04.864864864
1974,10050,Beauty,232.32,2,2.7,296,2024-07-08 06:13:20.000000000
1826,10061,Electronics,30.72,2,2.8,2181,2024-07-08 23:45:35.135135134
1373,10056,Beauty,394.21,4,3.9,3402,2024-07-09 17:17:50.270270270
1671,10065,Home,104.68,3,3.3,2296,2024-07-10 10:50:05.405405404
1607,10078,Clothing,133.02,2,3.7,2597,2024-07-11 04:22:20.540540540
1471,10074,Home,86.53,3,4.1,901,2024-07-11 21:54:35.675675676
1232,10007,Sports,168.46,2,4.4,1098,2024-07-12 15:26:50.810810810
1691,10025,Books,379.59,1,2.3,1677,2024-07-13 08:59:05.945945946
1112,10050,Beauty,262.1,1,3.2,2881,2024-07-14 02:31:21.081081080
1829,10044,Beauty,106.42,3,4.4,4866,2024-07-14 20:03:36.216216216
1496,10043,Beauty,439.53,4,5.0,1378,2024-07-15 13:35:51.351351350
1441,10004,Home,440.39,2,4.6,1248,2024-07-16 07:08:06.486486486
1563,10069,Books,435.94,2,2.5,3735,2024-07-17 00:40:21.621621620
1267,10025,Clothing,123.2,1,1.8,4241,2024-07-17 18:12:36.756756756
1509,10067,Sports,228.36,1,3.0,1264,2024-07-18 11:44:51.891891892
1806,10018,Clothing,492.57,4,4.0,1907,2024-07-19 05:17:07.027027026
1385,10083,Home,387.15,4,3.0,1058,2024-07-19 22:49:22.162162162
1386,10096,Sports,18.45,4,2.9,2749,2024-07-20 16:21:37.297297296
1112,10019,Beauty,37.28,3,4.4,2048,2024-07-21 09:53:52.432432432
1612,10011,Electronics,234.65,1,2.4,4248,2024-07-22 03:26:07.567567566
1624,10046,Home,455.06,3,4.4,2476,2024-07-22 20:58:22.702702702
1951,10000,Home,271.66,1,2.6,4016,2024-07-23 14:30:37.837837838
1080,10089,Books,251.42,1,2.3,4603,2024-07-24 08:02:52.972972972
1698,10013,Clothing,57.21,2,2.8,3197,2024-07-25 01:35:08.108108108
1112,10063,Home,330.11,1,4.0,4586,2024-07-25 19:07:23.243243242
1001,10037,Home,411.94,1,1.5,3553,2024-07-26 12:39:38.378378378
1641,10036,Beauty,193.31,3,1.8,4440,2024-07-27 06:11:53.513513512
1219,10010,Beauty,388.93,1,4.8,1761,2024-07-27 23:44:08.648648648
1565,10099,Sports,482.42,3,1.7,220,2024-07-28 17:16:23.783783784
1854,10076,Electronics,105.86,4,3.3,4818,2024-07-29 10:48:38.918918920
1996,10002,Books,264.05,1,3.3,4623,2024-07-30 04:20:54.054054052
1735,10032,Electronics,147.13,1,3.0,2888,2024-07-30 21:53:09.189189188
1224,10005,Sports,397.46,3,3.6,1664,2024-07-31 15:25:24.324324324
1384,10049,Beauty,290.91,4,1.9,3986,2024-08-01 08:57:39.459459460
1402,10009,Clothing,319.12,2,3.2,4576,2024-08-02 02:29:54.594594592
1637,10004,Beauty,399.97,4,2.5,2977,2024-08-02 20:02:09.729729728
1129,10022,Books,201.01,3,3.6,1871,2024-08-03 13:34:24.864864864
1052,10009,Beauty,457.97,4,1.6,1462,2024-08-04 07:06:40.000000000
1683,10043,Books,268.85,3,3.3,344,2024-08-05 00:38:55.135135136
1729,10001,Books,83.19,3,1.7,44,2024-08-05 18:11:10.270270268
1671,10012,Books,349.47,2,2.1,2068,2024-08-06 11:43:25.405405404
1709,10039,Sports,397.66,1,1.9,1514,2024-08-07 05:15:40.540540540
1415,10001,Books,161.8,3,1.7,2598,2024-08-07 22:47:55.675675676
1246,10083,Books,429.3,3,4.3,1001,2024-08-08 16:20:10.810810812
1835,10064,Clothing,453.54,2,2.1,1033,2024-08-09 09:52:25.945945944
1438,10062,Electronics,142.07,3,4.7,2040,2024-08-10 03:24:41.081081080
1202,10072,Home,491.84,1,4.9,273,2024-08-10 20:56:56.216216216
1183,10016,Electronics,74.65,2,3.3,2647,2024-08-11 14:29:11.351351352
1122,10008,Books,105.0,1,1.6,1779,2024-08-12 08:01:26.486486484
1400,10074,Clothing,96.19,1,2.5,4476,2024-08-13 01:33:41.621621620
1766,10014,Beauty,447.52,2,4.2,478,2024-08-13 19:05:56.756756756
1293,10023,Clothing,328.87,3,2.5,515,2024-08-14 12:38:11.891891892
1279,10037,Books,80.29,1,1.3,4286,2024-08-15 06:10:27.027027028
1836,10034,Clothing,222.96,1,3.2,1191,2024-08-15 23:42:42.162162160
1883,10093,Clothing,309.57,1,4.4,2668,2024-08-16 17:14:57.297297296
1609,10094,Books,46.31,1,4.2,1411,2024-08-17 10:47:12.432432432
1197,10048,Sports,441.8,2,1.7,3280,2024-08-18 04:19:27.567567568
1981,10068,Clothing,402.78,2,3.7,271,2024-08-18 21:51:42.702702700
1906,10061,Home,255.08,4,1.9,142,2024-08-19 15:23:57.837837836
1510,10059,Home,483.73,4,1.9,3332,2024-08-20 08:56:12.972972972
1751,10049,Clothing,211.79,1,4.5,787,2024-08-21 02:28:28.108108108
1143,10077,Sports,492.13,3,2.0,1681,2024-08-21 20:00:43.243243244
1608,10074,Beauty,335.62,1,2.1,622,2024-08-22 13:32:58.378378376
1200,10008,Books,319.16,3,1.0,3841,2024-08-23 07:05:13.513513512
1123,10033,Home,87.15,1,4.5,3676,2024-08-24 00:37:28.648648648
1186,10075,Beauty,441.55,4,4.2,2572,2024-08-24 18:09:43.783783784
1325,10098,Clothing,216.61,4,3.5,3260,2024-08-25 11:41:58.918918920
1463,10034,Beauty,85.31,3,4.0,4712,2024-08-26 05:14:14.054054052
1348,10000,Electronics,11.24,1,1.6,66,2024-08-26 22:46:29.189189188
1770,10039,Home,282.08,3,2.8,4286,2024-08-27 16:18:44.324324324
1659,10063,Clothing,266.06,4,2.4,4616,2024-08-28 09:50:59.459459460
1763,10021,Books,361.08,1,1.4,1140,2024-08-29 03:23:14.594594592
1954,10059,Sports,445.68,1,2.9,2314,2024-08-29 20:55:29.729729728
1931,10063,Clothing,44.31,3,4.7,2532,2024-08-30 14:27:44.864864864
1402,10092,Books,367.09,2,1.2,3580,2024-08-31 08:00:00.000000000
1345,10071,Sports,97.77,3,2.2,1187,2024-09-01 01:32:15.135135136
1962,10010,Sports,429.8,4,1.8,4471,2024-09-01 19:04:30.270270268
1510,10013,Clothing,410.44,4,2.0,4748,2024-09-02 12:36:45.405405404
1146,10059,Beauty,272.69,4,4.6,3339,2024-09-03 06:09:00.540540540
1147,10029,Beauty,356.57,4,2.9,548,2024-09-03 23:41:15.675675676
1863,10034,Sports,160.6,4,2.9,4087,2024-09-04 17:13:30.810810812
1710,10084,Beauty,238.23,2,4.0,72,2024-09-05 10:45:45.945945944
1819,10036,Electronics,411.71,1,1.6,198,2024-09-06 04:18:01.081081080
1488,10004,Sports,232.34,3,2.9,3201,2024-09-06 21:50:16.216216216
1928,10082,Sports,182.11,3,2.7,1781,2024-09-07 15:22:31.351351352
1935,10077,Books,249.64,4,3.4,571,2024-09-08 08:54:46.486486484
1639,10025,Beauty,414.98,3,5.0,790,2024-09-09 02:27:01.621621620
1550,10061,Sports,170.93,4,4.1,1638,2024-09-09 19:59:16.756756756
1337,10003,Electronics,91.01,2,2.6,1831,2024-09-10 13:31:31.891891892
